system,rawRole,font,sizePx,weight,weightRange,lineHeight,lineHeightRange,letterSpacingPx,letterSpacingRange,uppercase,features,notes,rowIndex
supabase,Sub-heading,Circular,18,400,,1.56,,0,,,,Secondary headings,3
supabase,Body,Circular,16,400,,1.5,,0,,,,Standard body text,4
supabase,Nav Link,Circular,14,500,,,1-1.43,0,,,,Navigation items,5
supabase,Button,Circular,14,500,,1.14,,0,,,,Button labels,6
supabase,Caption,Circular,14,,400-500,1.43,,0,,,,"Metadata, tags",7
supabase,Small,Circular,12,400,,1.33,,0,,,,"Fine print, footer links",8
supabase,Code Label,Source Code Pro,12,400,,1.33,,1.2,,,,`text-transform: uppercase`,9
superhuman,Display Hero,Super Sans VF,64,540,,0.96,,0,,,,"Maximum compression, powerful block headlines",0
superhuman,Section Display,Super Sans VF,48,460,,0.96,,-1.32,,,,Lighter weight for section introductions,1
superhuman,Section Heading,Super Sans VF,48,460,,0.96,,0,,,,Alternate section heading without tracking,2
superhuman,Feature Title,Super Sans VF,28,540,,1.14,,-0.63,,,,"Feature block headlines, tighter",3
superhuman,Sub-heading Large,Super Sans VF,26,460,,1.3,,0,,,,Content sub-sections,4
superhuman,Card Heading,Super Sans VF,22,460,,0.76,,-0.315,,,,Card title with extreme compression,5
superhuman,Body Heading,Super Sans VF,20,460,,1.2,,0,,,,Bold content intros,6
superhuman,Body Heading Alt,Super Sans VF,20,460,,1.1,,-0.55,,,,Tighter variant for emphasis,7
superhuman,Body Heading Relaxed,Super Sans VF,20,460,,1.25,,-0.4,,,,More breathing room variant,8
superhuman,Emphasis Body,Super Sans VF,18,540,,1.5,,-0.135,,,,Medium-weight body for callouts,9
superhuman,Body,Super Sans VF,16,460,,1.5,,0,,,,Standard reading text — generous line-height,10
superhuman,Button / UI Bold,Super Sans VF,16,700,,1,,0,,,,Bold UI elements,11
superhuman,Button / UI Semi,Super Sans VF,16,600,,1,,0,,,,Semi-bold navigation and labels,12
superhuman,Nav Link,Super Sans VF,16,460,,1.2,,0,,,,Navigation items,13
superhuman,Caption,Super Sans VF,14,500,,1.2,,-0.315,,,,"Small labels, metadata",14
superhuman,Caption Semi,Super Sans VF,14,600,,1.29,,0,,,,Emphasized small text,15
superhuman,Caption Body,Super Sans VF,14,460,,1.5,,0,,,,Small body text,16
superhuman,Micro Label,Super Sans VF,12,700,,1.5,,0,,,,"Smallest text — badges, tags",17
tesla,Hero Title,,40,500,,48,,0,,,,"Universal Sans Display, white on dark hero imagery",0
tesla,Product Name,,17,500,,20,,0,,,,"Universal Sans Text, model names in nav panel and cards",1
tesla,Nav Item,,14,500,,16.8,,0,,,,"Universal Sans Text, primary navigation labels",2
tesla,Body Text,,14,400,,20,,0,,,,"Universal Sans Text, paragraph and descriptive content",3
tesla,Button Label,,14,500,,16.8,,0,,,,"Universal Sans Text, CTA button text",4
tesla,Sub-link,,14,400,,20,,0,,,,"Tertiary links (Learn, Order, Experience)",5
tesla,Promo Text,,22,400,,20,,0,,,,"White promotional text on hero (""0% APR Available"")",6
tesla,Category Label,,16,500,,,,0,,,,"White text labels on category cards (""Sport Sedan"")",7
together.ai,Display / Hero,The Future,64,,400-500,,1-1.1,-1.92,,,,"Maximum impact, dense blocks",0
together.ai,Section Heading,The Future,40,500,,1.2,,-0.8,,,,Feature section titles,1
together.ai,Sub-heading,The Future,28,500,,1.15,,-0.42,,,,Card headings,2
together.ai,Feature Title,The Future,22,500,,1.15,,-0.22,,,,Small feature headings,3
together.ai,Body Large,The Future,18,,400-500,1.3,,-0.18,,,,"Descriptions, sections",4
together.ai,Body / Button,The Future,16,,400-500,,1.25-1.3,-0.16,,,,"Standard body, nav, buttons",5
together.ai,Caption,The Future,14,,400-500,1.4,,0,,,,"Metadata, descriptions",6
together.ai,Mono Label,PP Neue Montreal Mono,16,500,,1,,0.08,,,,Uppercase section labels,7
together.ai,Mono Small,PP Neue Montreal Mono,11,500,,,1-1.4,0.08,,,,Small uppercase tags,8
together.ai,Mono Micro,PP Neue Montreal Mono,10,400,,1.4,,0.05,,,,Smallest uppercase labels,9
uber,Display / Hero,UberMove,52,700,,1.23,,,,,,"Maximum impact, billboard presence",0
uber,Section Heading,UberMove,36,700,,1.22,,,,,,Major section anchors,1
uber,Card Title,UberMove,32,700,,1.25,,,,,,Card and feature headings,2
uber,Sub-heading,UberMove,24,700,,1.33,,,,,,Secondary section headers,3
uber,Small Heading,UberMove,20,700,,1.4,,,,,,"Compact headings, list titles",4
uber,Nav / UI Large,UberMoveText,18,500,,1.33,,,,,,"Navigation links, prominent UI text",5
uber,Body / Button,UberMoveText,16,,400-500,,1.25-1.5,,,,,"Standard body text, button labels",6
uber,Caption,UberMoveText,14,,400-500,,1.14-1.43,,,,,"Metadata, descriptions, small links",7
uber,Micro,UberMoveText,12,400,,1.67,,,,,,"Fine print, legal text",8
vercel,Display Hero,Geist,48,600,,,1-1.17,,-2.88--2.4,,,"Maximum compression, billboard impact",0
vercel,Section Heading,Geist,40,600,,1.2,,-2.4,,,,Feature section titles,1
vercel,Sub-heading Large,Geist,32,600,,1.25,,-1.28,,,,"Card headings, sub-sections",2
vercel,Sub-heading,Geist,32,400,,1.5,,-1.28,,,,Lighter sub-headings,3
vercel,Card Title,Geist,24,600,,1.33,,-0.96,,,,Feature cards,4
vercel,Card Title Light,Geist,24,500,,1.33,,-0.96,,,,Secondary card headings,5
vercel,Body Large,Geist,20,400,,1.8,,0,,,,"Introductions, feature descriptions",6
vercel,Body,Geist,18,400,,1.56,,0,,,,Standard reading text,7
vercel,Body Small,Geist,16,400,,1.5,,0,,,,Standard UI text,8
vercel,Body Medium,Geist,16,500,,1.5,,0,,,,"Navigation, emphasized text",9
vercel,Body Semibold,Geist,16,600,,1.5,,-0.32,,,,"Strong labels, active states",10
vercel,Button / Link,Geist,14,500,,1.43,,0,,,,"Buttons, links, captions",11
vercel,Button Small,Geist,14,400,,1,,0,,,,Compact buttons,12
vercel,Caption,Geist,12,,400-500,1.33,,0,,,,"Metadata, tags",13
vercel,Mono Body,Geist Mono,16,400,,1.5,,0,,,,Code blocks,14
vercel,Mono Caption,Geist Mono,13,500,,1.54,,0,,,,Code labels,15
vercel,Mono Small,Geist Mono,12,500,,1,,0,,,,"`text-transform: uppercase`, technical labels",16
vercel,Micro Badge,Geist,7,700,,1,,0,,,,"`text-transform: uppercase`, tiny badges",17
voltagent,Display / Hero,system-ui,60,400,,1,,-0.65,,,,"Maximum impact, compressed blocks",0
voltagent,Section Heading,system-ui,36,400,,1.11,,-0.9,,,,Tightest letter-spacing in the system,1
voltagent,Sub-heading,system-ui,24,700,,1.33,,-0.6,,,,Bold weight for emphasis at this size,2
voltagent,Sub-heading Light,system-ui / Inter,24,,300-400,1.33,,-0.6,,,,Light weight variant for softer hierarchy,3
voltagent,Overline,system-ui,20,600,,1.4,,0.5,,,,"Uppercase transform, positive letter-spacing",4
voltagent,Feature Title,Inter,20,,500-600,1.4,,0,,,,"Card headings, feature names",5
voltagent,Overline Small,Inter,18,600,,1.56,,0.45,,,,Uppercase section labels,6
voltagent,Body / Button,Inter,16,,400-600,,1.5-1.65,0,,,,"Standard text, nav links, buttons",7
voltagent,Nav Link,Inter,14.45,500,,1.65,,0,,,,Navigation-specific sizing,8
voltagent,Caption / Label,Inter,14,,400-600,,1.43-1.65,0,,,,"Descriptions, metadata, badge text",9
voltagent,Tag / Overline Tiny,system-ui,14,600,,1.43,,2.52,,,,Widest letter-spacing — reserved for uppercase tags,10
voltagent,Micro,Inter,12,,400-500,1.33,,0,,,,Smallest sans-serif text,11
voltagent,Code Body,SFMono-Regular,14,,400-686,,1.23-1.43,0,,,,"Inline code, terminal output, variable weight for syntax",12
voltagent,Code Small,SFMono-Regular,12,400,,,1.33-1.45,0,,,,"Tiny code references, line numbers",13
voltagent,Code Button,monospace,13,700,,1.65,,0,,,,Copy-to-clipboard button labels,14
warp,Display Hero,Matter Regular,80,400,,1,,-2.4,,,,"Maximum compression, hero impact",0
warp,Section Display,Matter Regular,56,400,,1.2,,-0.56,,,,Feature section headings,1
warp,Section Heading,Matter Regular,48,400,,1.2,,,-0.96--0.48,,,Alternate heading weight,2
warp,Feature Heading,Matter Regular,40,400,,1.1,,-0.4,,,,Feature block titles,3
warp,Sub-heading Large,Matter Regular,36,400,,1.15,,-0.72,,,,Sub-section headers,4
warp,Card Display,Matter SQ Regular,42,400,,1,,0,,,,Squared variant for special display,5
warp,Sub-heading,Matter Regular,32,400,,1.19,,0,,,,Content sub-headings,6
warp,Body Heading,Matter Regular,24,400,,1.2,,,-0.72-0,,,Bold content intros,7
warp,Card Title,Matter Medium,22,500,,1.14,,0,,,,Emphasized card headers,8
warp,Body Large,Matter Regular,20,400,,1.4,,-0.2,,,,"Primary body text, relaxed",9
warp,Body,Matter Regular,18,400,,1.3,,-0.18,,,,Standard body paragraphs,10
warp,Nav/UI,Matter Regular,16,400,,1.2,,0,,,,"Navigation links, UI text",11
warp,Button Text,Matter Medium,16,500,,1.2,,0,,,,Button labels,12
warp,Caption,Matter Regular,14,400,,1,,1.4,,,,Uppercase labels (transform: uppercase),13
warp,Small Label,Matter Regular,12,400,,1.35,,2.4,,,,Uppercase micro-labels (transform: uppercase),14
warp,Micro,Matter Regular,11,400,,1.2,,0,,,,Smallest text elements,15
warp,Code UI,Geist Mono,16,400,,1,,0,,,,Terminal/code display,16
warp,Code Body,Matter Mono Regular,16,400,,1,,-0.2,,,,Code content,17
warp,UI Supplement,Inter,16,500,,1,,-0.2,,,,Specific UI elements,18
webflow,Display Hero,,80,600,,1.04,,-0.8,,,,,0
webflow,Section Heading,,56,600,,1.04,,0,,,,,1
webflow,Sub-heading,,32,500,,1.3,,0,,,,,2
webflow,Feature Title,,24,,500-600,1.3,,0,,,,,3
webflow,Body,,20,,400-500,,1.4-1.5,0,,,,,4
webflow,Body Standard,,16,,400-500,1.6,,-0.16,,,,,5
webflow,Button,,16,500,,1.6,,-0.16,,,,,6
webflow,Uppercase Label,,15,500,,1.3,,1.5,,,,uppercase,7
webflow,Caption,,14,,400-500,,1.4-1.6,0,,,,,8
webflow,Badge Uppercase,,12.8,550,,1.2,,0,,,,uppercase,9
webflow,Micro Uppercase,,10,,500-600,1.3,,1,,,,uppercase,10
wise,Display Mega,Wise Sans,126,900,,0.85,,0,,,,"`""calt""`",0
wise,Display Hero,Wise Sans,96,900,,0.85,,0,,,,"`""calt""`",1
wise,Section Heading,Wise Sans,64,900,,0.85,,0,,,,"`""calt""`",2
wise,Sub-heading,Wise Sans,40,900,,0.85,,0,,,,"`""calt""`",3
wise,Alt Heading,Inter,78,600,,1.1,,-2.34,,,,"`""calt""`",4
wise,Card Title,Inter,26,600,,1.23,,-0.39,,,,"`""calt""`",5
wise,Feature Title,Inter,22,600,,1.25,,-0.396,,,,"`""calt""`",6
wise,Body,Inter,18,400,,1.44,,0.18,,,,"`""calt""`",7
wise,Body Semibold,Inter,18,600,,1.44,,-0.108,,,,"`""calt""`",8
wise,Button,Inter,18,600,,,1-1.44,-0.108,,,,"`""calt""`",9
wise,Caption,Inter,14,,400-600,,1.5-1.86,,-0.108--0.084,,,"`""calt""`",10
wise,Small,Inter,12,,400-600,,1-2.17,,-0.108--0.084,,,"`""calt""`",11
x.ai,Display Hero,GeistMono,320,300,,1.5,,0,,,,"Extreme scale, monospace luxury",0
x.ai,Section Heading,universalSans,30,400,,1.2,,0,,,,Clean sans-serif contrast,1
x.ai,Body,universalSans,16,400,,1.5,,0,,,,Standard reading text,2
x.ai,Button,GeistMono,14,400,,1.43,,1.4,,,,"Tracked monospace, commanding",3
x.ai,Label / Caption,universalSans,14,400,,1.5,,0,,,,Supporting text,4
x.ai,Small / Meta,universalSans,12,400,,1.5,,0,,,,"Timestamps, footnotes",5
zapier,Display Hero XL,Degular Display,80,500,,0.9,,0,,,,"Maximum impact, compressed block",0
zapier,Display Hero,Degular Display,56,500,,,0.9-1.1,-1.12,,,,Primary hero headlines,1
zapier,Display Hero SM,Degular Display,40,500,,0.9,,0,,,,Smaller hero variant,2
zapier,Display Button,Degular Display,24,600,,1,,1,,,,Large CTA button text,3
zapier,Section Heading,Inter,48,500,,1.04,,0,,,,Major section titles,4
zapier,Editorial Heading,GT Alpina,48,250,,,,-1.92,,,,Thin editorial headlines,5
zapier,Editorial Sub,GT Alpina,40,300,,1.08,,-1.6,,,,Editorial subheadings,6
zapier,Sub-heading LG,Inter,36,500,,,,-1,,,,Large sub-sections,7
zapier,Sub-heading,Inter,32,400,,1.25,,0,,,,Standard sub-sections,8
zapier,Sub-heading MD,Inter,28,500,,,,0,,,,Medium sub-headings,9
zapier,Card Title,Inter,24,600,,,,-0.48,,,,Card headings,10
zapier,Body Large,Inter,20,,400-500,,1-1.2,-0.2,,,,Feature descriptions,11
zapier,Body Emphasis,Inter,18,600,,1,,0,,,,Emphasized body text,12
zapier,Body,Inter,16,,400-500,,1.2-1.25,-0.16,,,,Standard reading text,13
zapier,Body Semibold,Inter,16,600,,1.16,,0,,,,Strong labels,14
zapier,Button,Inter,16,600,,,,0,,,,Standard buttons,15
zapier,Button SM,Inter,14,600,,,,0,,,,Small buttons,16
zapier,Caption,Inter,14,500,,,1.25-1.43,0,,,,"Labels, metadata",17
zapier,Caption Upper,Inter,14,600,,,,0.5,,,,Uppercase section labels,18
zapier,Micro,Inter,12,600,,,0.9-1.33,0.5,,,,"Tiny labels, often uppercase",19
zapier,Micro SM,Inter,13,500,,,1-1.54,0,,,,Small metadata text,20
